GEOID2,GEOID,GEO_display-label,HD01_VD01,HD02_VD01
1500000US250173311011,250173311011,"Block Group 1, Census Tract 3311.01, Middlesex County, Massachusetts",1655,191
1500000US250173311012,250173311012,"Block Group 2, Census Tract 3311.01, Middlesex County, Massachusetts",1742,226
1500000US250173311021,250173311021,"Block Group 1, Census Tract 3311.02, Middlesex County, Massachusetts",1170,285
1500000US250173311022,250173311022,"Block Group 2, Census Tract 3311.02, Middlesex County, Massachusetts",2548,601
1500000US250173311023,250173311023,"Block Group 3, Census Tract 3311.02, Middlesex County, Massachusetts",2527,481
1500000US250173311024,250173311024,"Block Group 4, Census Tract 3311.02, Middlesex County, Massachusetts",1085,258
1500000US250173312001,250173312001,"Block Group 1, Census Tract 3312, Middlesex County, Massachusetts",2691,267
1500000US250173312002,250173312002,"Block Group 2, Census Tract 3312, Middlesex County, Massachusetts",2753,313
1500000US250173313001,250173313001,"Block Group 1, Census Tract 3313, Middlesex County, Massachusetts",2321,473
1500000US250173313002,250173313002,"Block Group 2, Census Tract 3313, Middlesex County, Massachusetts",2694,374
1500000US250173313003,250173313003,"Block Group 3, Census Tract 3313, Middlesex County, Massachusetts",2352,392
1500000US250173321001,250173321001,"Block Group 1, Census Tract 3321, Middlesex County, Massachusetts",1392,341
1500000US250173321002,250173321002,"Block Group 2, Census Tract 3321, Middlesex County, Massachusetts",2239,456
1500000US250173321003,250173321003,"Block Group 3, Census Tract 3321, Middlesex County, Massachusetts",1353,435
1500000US250173321004,250173321004,"Block Group 4, Census Tract 3321, Middlesex County, Massachusetts",1207,253
1500000US250173322001,250173322001,"Block Group 1, Census Tract 3322, Middlesex County, Massachusetts",3341,541
1500000US250173322002,250173322002,"Block Group 2, Census Tract 3322, Middlesex County, Massachusetts",2545,391
1500000US250173322003,250173322003,"Block Group 3, Census Tract 3322, Middlesex County, Massachusetts",946,325
1500000US250173322004,250173322004,"Block Group 4, Census Tract 3322, Middlesex County, Massachusetts",2238,460
1500000US250173323001,250173323001,"Block Group 1, Census Tract 3323, Middlesex County, Massachusetts",1135,323
1500000US250173323002,250173323002,"Block Group 2, Census Tract 3323, Middlesex County, Massachusetts",1008,279
1500000US250173323003,250173323003,"Block Group 3, Census Tract 3323, Middlesex County, Massachusetts",1281,400
1500000US250173323004,250173323004,"Block Group 4, Census Tract 3323, Middlesex County, Massachusetts",2590,462
1500000US250173323005,250173323005,"Block Group 5, Census Tract 3323, Middlesex County, Massachusetts",1034,242
1500000US250173324001,250173324001,"Block Group 1, Census Tract 3324, Middlesex County, Massachusetts",2124,281
1500000US250173324002,250173324002,"Block Group 2, Census Tract 3324, Middlesex County, Massachusetts",1670,256
1500000US250173331001,250173331001,"Block Group 1, Census Tract 3331, Middlesex County, Massachusetts",2856,554
1500000US250173331002,250173331002,"Block Group 2, Census Tract 3331, Middlesex County, Massachusetts",853,243
1500000US250173331003,250173331003,"Block Group 3, Census Tract 3331, Middlesex County, Massachusetts",876,219
1500000US250173331004,250173331004,"Block Group 4, Census Tract 3331, Middlesex County, Massachusetts",1102,281
1500000US250173331005,250173331005,"Block Group 5, Census Tract 3331, Middlesex County, Massachusetts",2286,387
1500000US250173332001,250173332001,"Block Group 1, Census Tract 3332, Middlesex County, Massachusetts",1671,305
1500000US250173332002,250173332002,"Block Group 2, Census Tract 3332, Middlesex County, Massachusetts",630,224
1500000US250173332003,250173332003,"Block Group 3, Census Tract 3332, Middlesex County, Massachusetts",949,202
1500000US250173332004,250173332004,"Block Group 4, Census Tract 3332, Middlesex County, Massachusetts",1647,258
1500000US250173333001,250173333001,"Block Group 1, Census Tract 3333, Middlesex County, Massachusetts",854,247
1500000US250173333002,250173333002,"Block Group 2, Census Tract 3333, Middlesex County, Massachusetts",1574,298
1500000US250173333003,250173333003,"Block Group 3, Census Tract 3333, Middlesex County, Massachusetts",1315,296
1500000US250173334001,250173334001,"Block Group 1, Census Tract 3334, Middlesex County, Massachusetts",1477,405
1500000US250173334002,250173334002,"Block Group 2, Census Tract 3334, Middlesex County, Massachusetts",1485,350
1500000US250173334003,250173334003,"Block Group 3, Census Tract 3334, Middlesex County, Massachusetts",874,248
1500000US250173334004,250173334004,"Block Group 4, Census Tract 3334, Middlesex County, Massachusetts",882,274
1500000US250173334005,250173334005,"Block Group 5, Census Tract 3334, Middlesex County, Massachusetts",1292,306
1500000US250173335011,250173335011,"Block Group 1, Census Tract 3335.01, Middlesex County, Massachusetts",693,229
1500000US250173335012,250173335012,"Block Group 2, Census Tract 3335.01, Middlesex County, Massachusetts",2351,334
1500000US250173335013,250173335013,"Block Group 3, Census Tract 3335.01, Middlesex County, Massachusetts",2510,437
1500000US250173335021,250173335021,"Block Group 1, Census Tract 3335.02, Middlesex County, Massachusetts",1394,258
1500000US250173335022,250173335022,"Block Group 2, Census Tract 3335.02, Middlesex County, Massachusetts",2017,350
1500000US250173336001,250173336001,"Block Group 1, Census Tract 3336, Middlesex County, Massachusetts",3388,538
1500000US250173336002,250173336002,"Block Group 2, Census Tract 3336, Middlesex County, Massachusetts",680,184
1500000US250173336003,250173336003,"Block Group 3, Census Tract 3336, Middlesex County, Massachusetts",655,227
1500000US250173336004,250173336004,"Block Group 4, Census Tract 3336, Middlesex County, Massachusetts",904,286
1500000US250173336005,250173336005,"Block Group 5, Census Tract 3336, Middlesex County, Massachusetts",678,282
1500000US250173336006,250173336006,"Block Group 6, Census Tract 3336, Middlesex County, Massachusetts",1607,513
1500000US250173341001,250173341001,"Block Group 1, Census Tract 3341, Middlesex County, Massachusetts",1956,442
1500000US250173341002,250173341002,"Block Group 2, Census Tract 3341, Middlesex County, Massachusetts",2341,371
1500000US250173341003,250173341003,"Block Group 3, Census Tract 3341, Middlesex County, Massachusetts",3076,475
1500000US250173342001,250173342001,"Block Group 1, Census Tract 3342, Middlesex County, Massachusetts",1054,189
1500000US250173342002,250173342002,"Block Group 2, Census Tract 3342, Middlesex County, Massachusetts",1068,215
1500000US250173342003,250173342003,"Block Group 3, Census Tract 3342, Middlesex County, Massachusetts",744,139
1500000US250173342004,250173342004,"Block Group 4, Census Tract 3342, Middlesex County, Massachusetts",1078,154
1500000US250173343001,250173343001,"Block Group 1, Census Tract 3343, Middlesex County, Massachusetts",1825,309
1500000US250173343002,250173343002,"Block Group 2, Census Tract 3343, Middlesex County, Massachusetts",1187,380
1500000US250173343003,250173343003,"Block Group 3, Census Tract 3343, Middlesex County, Massachusetts",1867,420
1500000US250173343004,250173343004,"Block Group 4, Census Tract 3343, Middlesex County, Massachusetts",2875,358
1500000US250173344001,250173344001,"Block Group 1, Census Tract 3344, Middlesex County, Massachusetts",1258,212
1500000US250173344002,250173344002,"Block Group 2, Census Tract 3344, Middlesex County, Massachusetts",2082,343
1500000US250173344003,250173344003,"Block Group 3, Census Tract 3344, Middlesex County, Massachusetts",1521,401
1500000US250173344004,250173344004,"Block Group 4, Census Tract 3344, Middlesex County, Massachusetts",610,193
1500000US250173344005,250173344005,"Block Group 5, Census Tract 3344, Middlesex County, Massachusetts",1227,298
1500000US250173351001,250173351001,"Block Group 1, Census Tract 3351, Middlesex County, Massachusetts",1764,380
1500000US250173351002,250173351002,"Block Group 2, Census Tract 3351, Middlesex County, Massachusetts",813,241
1500000US250173351003,250173351003,"Block Group 3, Census Tract 3351, Middlesex County, Massachusetts",365,118
1500000US250173351004,250173351004,"Block Group 4, Census Tract 3351, Middlesex County, Massachusetts",1354,378
1500000US250173351005,250173351005,"Block Group 5, Census Tract 3351, Middlesex County, Massachusetts",921,265
1500000US250173351006,250173351006,"Block Group 6, Census Tract 3351, Middlesex County, Massachusetts",640,257
1500000US250173352001,250173352001,"Block Group 1, Census Tract 3352, Middlesex County, Massachusetts",607,275
1500000US250173352002,250173352002,"Block Group 2, Census Tract 3352, Middlesex County, Massachusetts",856,281
1500000US250173352003,250173352003,"Block Group 3, Census Tract 3352, Middlesex County, Massachusetts",821,230
1500000US250173352004,250173352004,"Block Group 4, Census Tract 3352, Middlesex County, Massachusetts",1681,327
1500000US250173352005,250173352005,"Block Group 5, Census Tract 3352, Middlesex County, Massachusetts",2336,528
1500000US250173353011,250173353011,"Block Group 1, Census Tract 3353.01, Middlesex County, Massachusetts",1926,313
1500000US250173353012,250173353012,"Block Group 2, Census Tract 3353.01, Middlesex County, Massachusetts",1536,238
1500000US250173353013,250173353013,"Block Group 3, Census Tract 3353.01, Middlesex County, Massachusetts",864,331
1500000US250173353021,250173353021,"Block Group 1, Census Tract 3353.02, Middlesex County, Massachusetts",835,242
1500000US250173353022,250173353022,"Block Group 2, Census Tract 3353.02, Middlesex County, Massachusetts",3171,314
1500000US250173353023,250173353023,"Block Group 3, Census Tract 3353.02, Middlesex County, Massachusetts",996,197
1500000US250173354001,250173354001,"Block Group 1, Census Tract 3354, Middlesex County, Massachusetts",786,189
1500000US250173354002,250173354002,"Block Group 2, Census Tract 3354, Middlesex County, Massachusetts",2300,278
1500000US250173354003,250173354003,"Block Group 3, Census Tract 3354, Middlesex County, Massachusetts",1623,263
1500000US250173354004,250173354004,"Block Group 4, Census Tract 3354, Middlesex County, Massachusetts",628,152
1500000US250173361001,250173361001,"Block Group 1, Census Tract 3361, Middlesex County, Massachusetts",1099,368
1500000US250173361002,250173361002,"Block Group 2, Census Tract 3361, Middlesex County, Massachusetts",1029,248
1500000US250173361003,250173361003,"Block Group 3, Census Tract 3361, Middlesex County, Massachusetts",1399,420
1500000US250173361004,250173361004,"Block Group 4, Census Tract 3361, Middlesex County, Massachusetts",718,233
1500000US250173361005,250173361005,"Block Group 5, Census Tract 3361, Middlesex County, Massachusetts",524,189
1500000US250173361006,250173361006,"Block Group 6, Census Tract 3361, Middlesex County, Massachusetts",922,336
1500000US250173362001,250173362001,"Block Group 1, Census Tract 3362, Middlesex County, Massachusetts",631,180
1500000US250173362002,250173362002,"Block Group 2, Census Tract 3362, Middlesex County, Massachusetts",1463,328
1500000US250173362003,250173362003,"Block Group 3, Census Tract 3362, Middlesex County, Massachusetts",1122,243
1500000US250173362004,250173362004,"Block Group 4, Census Tract 3362, Middlesex County, Massachusetts",691,198
1500000US250173362005,250173362005,"Block Group 5, Census Tract 3362, Middlesex County, Massachusetts",598,208
1500000US250173362006,250173362006,"Block Group 6, Census Tract 3362, Middlesex County, Massachusetts",570,223
1500000US250173362007,250173362007,"Block Group 7, Census Tract 3362, Middlesex County, Massachusetts",970,266
1500000US250173363001,250173363001,"Block Group 1, Census Tract 3363, Middlesex County, Massachusetts",726,278
1500000US250173363002,250173363002,"Block Group 2, Census Tract 3363, Middlesex County, Massachusetts",523,167
1500000US250173363003,250173363003,"Block Group 3, Census Tract 3363, Middlesex County, Massachusetts",849,264
1500000US250173363004,250173363004,"Block Group 4, Census Tract 3363, Middlesex County, Massachusetts",532,241
1500000US250173363005,250173363005,"Block Group 5, Census Tract 3363, Middlesex County, Massachusetts",1240,264
1500000US250173363006,250173363006,"Block Group 6, Census Tract 3363, Middlesex County, Massachusetts",1141,312
1500000US250173363007,250173363007,"Block Group 7, Census Tract 3363, Middlesex County, Massachusetts",1562,492
1500000US250173364011,250173364011,"Block Group 1, Census Tract 3364.01, Middlesex County, Massachusetts",712,242
1500000US250173364012,250173364012,"Block Group 2, Census Tract 3364.01, Middlesex County, Massachusetts",1877,380
1500000US250173364013,250173364013,"Block Group 3, Census Tract 3364.01, Middlesex County, Massachusetts",2155,392
1500000US250173364021,250173364021,"Block Group 1, Census Tract 3364.02, Middlesex County, Massachusetts",1051,374
1500000US250173364022,250173364022,"Block Group 2, Census Tract 3364.02, Middlesex County, Massachusetts",1126,274
1500000US250173364023,250173364023,"Block Group 3, Census Tract 3364.02, Middlesex County, Massachusetts",1555,486
1500000US250173364024,250173364024,"Block Group 4, Census Tract 3364.02, Middlesex County, Massachusetts",1347,304
1500000US250173371011,250173371011,"Block Group 1, Census Tract 3371.01, Middlesex County, Massachusetts",1439,231
1500000US250173371012,250173371012,"Block Group 2, Census Tract 3371.01, Middlesex County, Massachusetts",1602,215
1500000US250173371021,250173371021,"Block Group 1, Census Tract 3371.02, Middlesex County, Massachusetts",438,161
1500000US250173371022,250173371022,"Block Group 2, Census Tract 3371.02, Middlesex County, Massachusetts",2472,298
1500000US250173371023,250173371023,"Block Group 3, Census Tract 3371.02, Middlesex County, Massachusetts",2335,289
1500000US250173372011,250173372011,"Block Group 1, Census Tract 3372.01, Middlesex County, Massachusetts",1689,202
1500000US250173372012,250173372012,"Block Group 2, Census Tract 3372.01, Middlesex County, Massachusetts",674,145
1500000US250173372013,250173372013,"Block Group 3, Census Tract 3372.01, Middlesex County, Massachusetts",828,209
1500000US250173372021,250173372021,"Block Group 1, Census Tract 3372.02, Middlesex County, Massachusetts",1330,270
1500000US250173372022,250173372022,"Block Group 2, Census Tract 3372.02, Middlesex County, Massachusetts",1403,294
1500000US250173372023,250173372023,"Block Group 3, Census Tract 3372.02, Middlesex County, Massachusetts",1039,251
1500000US250173372024,250173372024,"Block Group 4, Census Tract 3372.02, Middlesex County, Massachusetts",971,261
1500000US250173373001,250173373001,"Block Group 1, Census Tract 3373, Middlesex County, Massachusetts",1076,276
1500000US250173373002,250173373002,"Block Group 2, Census Tract 3373, Middlesex County, Massachusetts",961,428
1500000US250173373003,250173373003,"Block Group 3, Census Tract 3373, Middlesex County, Massachusetts",1066,277
1500000US250173373004,250173373004,"Block Group 4, Census Tract 3373, Middlesex County, Massachusetts",2166,428
1500000US250173373005,250173373005,"Block Group 5, Census Tract 3373, Middlesex County, Massachusetts",478,157
1500000US250173381001,250173381001,"Block Group 1, Census Tract 3381, Middlesex County, Massachusetts",1469,214
1500000US250173381002,250173381002,"Block Group 2, Census Tract 3381, Middlesex County, Massachusetts",1849,248
1500000US250173382001,250173382001,"Block Group 1, Census Tract 3382, Middlesex County, Massachusetts",2952,327
1500000US250173382002,250173382002,"Block Group 2, Census Tract 3382, Middlesex County, Massachusetts",1113,246
1500000US250173383001,250173383001,"Block Group 1, Census Tract 3383, Middlesex County, Massachusetts",833,181
1500000US250173383002,250173383002,"Block Group 2, Census Tract 3383, Middlesex County, Massachusetts",1072,138
1500000US250173383003,250173383003,"Block Group 3, Census Tract 3383, Middlesex County, Massachusetts",1306,182
1500000US250173384001,250173384001,"Block Group 1, Census Tract 3384, Middlesex County, Massachusetts",1725,246
1500000US250173384002,250173384002,"Block Group 2, Census Tract 3384, Middlesex County, Massachusetts",1417,284
1500000US250173384003,250173384003,"Block Group 3, Census Tract 3384, Middlesex County, Massachusetts",1340,233
1500000US250173384004,250173384004,"Block Group 4, Census Tract 3384, Middlesex County, Massachusetts",1615,220
1500000US250173385001,250173385001,"Block Group 1, Census Tract 3385, Middlesex County, Massachusetts",1536,200
1500000US250173385002,250173385002,"Block Group 2, Census Tract 3385, Middlesex County, Massachusetts",1661,190
1500000US250173385003,250173385003,"Block Group 3, Census Tract 3385, Middlesex County, Massachusetts",1436,191
1500000US250173385004,250173385004,"Block Group 4, Census Tract 3385, Middlesex County, Massachusetts",1255,264
1500000US250173391001,250173391001,"Block Group 1, Census Tract 3391, Middlesex County, Massachusetts",696,203
1500000US250173391002,250173391002,"Block Group 2, Census Tract 3391, Middlesex County, Massachusetts",1321,228
1500000US250173391003,250173391003,"Block Group 3, Census Tract 3391, Middlesex County, Massachusetts",1456,422
1500000US250173391004,250173391004,"Block Group 4, Census Tract 3391, Middlesex County, Massachusetts",1735,307
1500000US250173391005,250173391005,"Block Group 5, Census Tract 3391, Middlesex County, Massachusetts",1296,306
1500000US250173392001,250173392001,"Block Group 1, Census Tract 3392, Middlesex County, Massachusetts",787,345
1500000US250173392002,250173392002,"Block Group 2, Census Tract 3392, Middlesex County, Massachusetts",1152,413
1500000US250173392003,250173392003,"Block Group 3, Census Tract 3392, Middlesex County, Massachusetts",1035,259
1500000US250173392004,250173392004,"Block Group 4, Census Tract 3392, Middlesex County, Massachusetts",1410,349
1500000US250173392005,250173392005,"Block Group 5, Census Tract 3392, Middlesex County, Massachusetts",569,189
1500000US250173392006,250173392006,"Block Group 6, Census Tract 3392, Middlesex County, Massachusetts",960,345
1500000US250173393001,250173393001,"Block Group 1, Census Tract 3393, Middlesex County, Massachusetts",629,115
1500000US250173393002,250173393002,"Block Group 2, Census Tract 3393, Middlesex County, Massachusetts",777,196
1500000US250173393003,250173393003,"Block Group 3, Census Tract 3393, Middlesex County, Massachusetts",1444,256
1500000US250173394001,250173394001,"Block Group 1, Census Tract 3394, Middlesex County, Massachusetts",823,157
1500000US250173394002,250173394002,"Block Group 2, Census Tract 3394, Middlesex County, Massachusetts",641,138
1500000US250173394003,250173394003,"Block Group 3, Census Tract 3394, Middlesex County, Massachusetts",941,181
1500000US250173394004,250173394004,"Block Group 4, Census Tract 3394, Middlesex County, Massachusetts",987,252
1500000US250173395001,250173395001,"Block Group 1, Census Tract 3395, Middlesex County, Massachusetts",3224,367
1500000US250173395002,250173395002,"Block Group 2, Census Tract 3395, Middlesex County, Massachusetts",955,296
1500000US250173395003,250173395003,"Block Group 3, Census Tract 3395, Middlesex County, Massachusetts",720,227
1500000US250173395004,250173395004,"Block Group 4, Census Tract 3395, Middlesex County, Massachusetts",946,390
1500000US250173396001,250173396001,"Block Group 1, Census Tract 3396, Middlesex County, Massachusetts",840,298
1500000US250173396002,250173396002,"Block Group 2, Census Tract 3396, Middlesex County, Massachusetts",1254,447
1500000US250173396003,250173396003,"Block Group 3, Census Tract 3396, Middlesex County, Massachusetts",765,220
1500000US250173396004,250173396004,"Block Group 4, Census Tract 3396, Middlesex County, Massachusetts",1004,315
1500000US250173396005,250173396005,"Block Group 5, Census Tract 3396, Middlesex County, Massachusetts",969,265
1500000US250173396006,250173396006,"Block Group 6, Census Tract 3396, Middlesex County, Massachusetts",666,230
1500000US250173397001,250173397001,"Block Group 1, Census Tract 3397, Middlesex County, Massachusetts",811,282
1500000US250173397002,250173397002,"Block Group 2, Census Tract 3397, Middlesex County, Massachusetts",1592,333
1500000US250173397003,250173397003,"Block Group 3, Census Tract 3397, Middlesex County, Massachusetts",1058,266
1500000US250173397004,250173397004,"Block Group 4, Census Tract 3397, Middlesex County, Massachusetts",686,272
1500000US250173398011,250173398011,"Block Group 1, Census Tract 3398.01, Middlesex County, Massachusetts",2889,469
1500000US250173398012,250173398012,"Block Group 2, Census Tract 3398.01, Middlesex County, Massachusetts",506,212
1500000US250173398013,250173398013,"Block Group 3, Census Tract 3398.01, Middlesex County, Massachusetts",1030,268
1500000US250173398014,250173398014,"Block Group 4, Census Tract 3398.01, Middlesex County, Massachusetts",513,146
1500000US250173398021,250173398021,"Block Group 1, Census Tract 3398.02, Middlesex County, Massachusetts",1319,314
1500000US250173398022,250173398022,"Block Group 2, Census Tract 3398.02, Middlesex County, Massachusetts",2543,376
1500000US250173398023,250173398023,"Block Group 3, Census Tract 3398.02, Middlesex County, Massachusetts",803,306
1500000US250173399001,250173399001,"Block Group 1, Census Tract 3399, Middlesex County, Massachusetts",1590,442
1500000US250173399002,250173399002,"Block Group 2, Census Tract 3399, Middlesex County, Massachusetts",632,381
1500000US250173399003,250173399003,"Block Group 3, Census Tract 3399, Middlesex County, Massachusetts",954,350
1500000US250173399004,250173399004,"Block Group 4, Census Tract 3399, Middlesex County, Massachusetts",989,474
1500000US250173399005,250173399005,"Block Group 5, Census Tract 3399, Middlesex County, Massachusetts",863,383
1500000US250173400001,250173400001,"Block Group 1, Census Tract 3400, Middlesex County, Massachusetts",850,248
1500000US250173400002,250173400002,"Block Group 2, Census Tract 3400, Middlesex County, Massachusetts",964,302
1500000US250173400003,250173400003,"Block Group 3, Census Tract 3400, Middlesex County, Massachusetts",666,242
1500000US250173401001,250173401001,"Block Group 1, Census Tract 3401, Middlesex County, Massachusetts",618,243
1500000US250173401002,250173401002,"Block Group 2, Census Tract 3401, Middlesex County, Massachusetts",861,286
1500000US250173401003,250173401003,"Block Group 3, Census Tract 3401, Middlesex County, Massachusetts",1514,435
1500000US250173401004,250173401004,"Block Group 4, Census Tract 3401, Middlesex County, Massachusetts",1704,431
1500000US250173401005,250173401005,"Block Group 5, Census Tract 3401, Middlesex County, Massachusetts",927,309
1500000US250173401006,250173401006,"Block Group 6, Census Tract 3401, Middlesex County, Massachusetts",816,322
1500000US250173411011,250173411011,"Block Group 1, Census Tract 3411.01, Middlesex County, Massachusetts",1732,292
1500000US250173411012,250173411012,"Block Group 2, Census Tract 3411.01, Middlesex County, Massachusetts",679,246
1500000US250173411013,250173411013,"Block Group 3, Census Tract 3411.01, Middlesex County, Massachusetts",1620,325
1500000US250173411021,250173411021,"Block Group 1, Census Tract 3411.02, Middlesex County, Massachusetts",1231,236
1500000US250173411022,250173411022,"Block Group 2, Census Tract 3411.02, Middlesex County, Massachusetts",660,240
1500000US250173411023,250173411023,"Block Group 3, Census Tract 3411.02, Middlesex County, Massachusetts",821,153
1500000US250173411024,250173411024,"Block Group 4, Census Tract 3411.02, Middlesex County, Massachusetts",842,420
1500000US250173411025,250173411025,"Block Group 5, Census Tract 3411.02, Middlesex County, Massachusetts",649,241
1500000US250173412001,250173412001,"Block Group 1, Census Tract 3412, Middlesex County, Massachusetts",972,348
1500000US250173412002,250173412002,"Block Group 2, Census Tract 3412, Middlesex County, Massachusetts",1432,501
1500000US250173412003,250173412003,"Block Group 3, Census Tract 3412, Middlesex County, Massachusetts",747,264
1500000US250173412004,250173412004,"Block Group 4, Census Tract 3412, Middlesex County, Massachusetts",1360,513
1500000US250173412005,250173412005,"Block Group 5, Census Tract 3412, Middlesex County, Massachusetts",1756,476
1500000US250173412006,250173412006,"Block Group 6, Census Tract 3412, Middlesex County, Massachusetts",885,372
1500000US250173413001,250173413001,"Block Group 1, Census Tract 3413, Middlesex County, Massachusetts",2419,510
1500000US250173413002,250173413002,"Block Group 2, Census Tract 3413, Middlesex County, Massachusetts",818,309
1500000US250173413003,250173413003,"Block Group 3, Census Tract 3413, Middlesex County, Massachusetts",2126,498
1500000US250173414001,250173414001,"Block Group 1, Census Tract 3414, Middlesex County, Massachusetts",793,346
1500000US250173414002,250173414002,"Block Group 2, Census Tract 3414, Middlesex County, Massachusetts",1369,615
1500000US250173414003,250173414003,"Block Group 3, Census Tract 3414, Middlesex County, Massachusetts",1689,578
1500000US250173414004,250173414004,"Block Group 4, Census Tract 3414, Middlesex County, Massachusetts",1782,535
1500000US250173414005,250173414005,"Block Group 5, Census Tract 3414, Middlesex County, Massachusetts",744,289
1500000US250173415001,250173415001,"Block Group 1, Census Tract 3415, Middlesex County, Massachusetts",1383,398
1500000US250173415002,250173415002,"Block Group 2, Census Tract 3415, Middlesex County, Massachusetts",696,313
1500000US250173415003,250173415003,"Block Group 3, Census Tract 3415, Middlesex County, Massachusetts",1531,408
1500000US250173415004,250173415004,"Block Group 4, Census Tract 3415, Middlesex County, Massachusetts",1122,433
1500000US250173415005,250173415005,"Block Group 5, Census Tract 3415, Middlesex County, Massachusetts",1253,456
1500000US250173416001,250173416001,"Block Group 1, Census Tract 3416, Middlesex County, Massachusetts",621,244
1500000US250173416002,250173416002,"Block Group 2, Census Tract 3416, Middlesex County, Massachusetts",995,275
1500000US250173416003,250173416003,"Block Group 3, Census Tract 3416, Middlesex County, Massachusetts",1241,391
1500000US250173416004,250173416004,"Block Group 4, Census Tract 3416, Middlesex County, Massachusetts",871,354
1500000US250173416005,250173416005,"Block Group 5, Census Tract 3416, Middlesex County, Massachusetts",808,353
1500000US250173416006,250173416006,"Block Group 6, Census Tract 3416, Middlesex County, Massachusetts",1875,390
1500000US250173417001,250173417001,"Block Group 1, Census Tract 3417, Middlesex County, Massachusetts",427,183
1500000US250173417002,250173417002,"Block Group 2, Census Tract 3417, Middlesex County, Massachusetts",813,316
1500000US250173417003,250173417003,"Block Group 3, Census Tract 3417, Middlesex County, Massachusetts",1183,435
1500000US250173417004,250173417004,"Block Group 4, Census Tract 3417, Middlesex County, Massachusetts",1691,454
1500000US250173417005,250173417005,"Block Group 5, Census Tract 3417, Middlesex County, Massachusetts",1472,585
1500000US250173418001,250173418001,"Block Group 1, Census Tract 3418, Middlesex County, Massachusetts",1419,600
1500000US250173418002,250173418002,"Block Group 2, Census Tract 3418, Middlesex County, Massachusetts",1584,451
1500000US250173418003,250173418003,"Block Group 3, Census Tract 3418, Middlesex County, Massachusetts",986,415
1500000US250173418004,250173418004,"Block Group 4, Census Tract 3418, Middlesex County, Massachusetts",584,314
1500000US250173418005,250173418005,"Block Group 5, Census Tract 3418, Middlesex County, Massachusetts",1442,514
1500000US250173418006,250173418006,"Block Group 6, Census Tract 3418, Middlesex County, Massachusetts",539,279
1500000US250173419011,250173419011,"Block Group 1, Census Tract 3419.01, Middlesex County, Massachusetts",544,138
1500000US250173419012,250173419012,"Block Group 2, Census Tract 3419.01, Middlesex County, Massachusetts",882,141
1500000US250173419021,250173419021,"Block Group 1, Census Tract 3419.02, Middlesex County, Massachusetts",1450,414
1500000US250173419022,250173419022,"Block Group 2, Census Tract 3419.02, Middlesex County, Massachusetts",694,340
1500000US250173419023,250173419023,"Block Group 3, Census Tract 3419.02, Middlesex County, Massachusetts",1433,416
1500000US250173419024,250173419024,"Block Group 4, Census Tract 3419.02, Middlesex County, Massachusetts",975,449
1500000US250173419025,250173419025,"Block Group 5, Census Tract 3419.02, Middlesex County, Massachusetts",1331,361
1500000US250173419026,250173419026,"Block Group 6, Census Tract 3419.02, Middlesex County, Massachusetts",2241,519
1500000US250173421011,250173421011,"Block Group 1, Census Tract 3421.01, Middlesex County, Massachusetts",1965,459
1500000US250173421012,250173421012,"Block Group 2, Census Tract 3421.01, Middlesex County, Massachusetts",873,317
1500000US250173421013,250173421013,"Block Group 3, Census Tract 3421.01, Middlesex County, Massachusetts",836,271
1500000US250173421014,250173421014,"Block Group 4, Census Tract 3421.01, Middlesex County, Massachusetts",1097,316
1500000US250173421021,250173421021,"Block Group 1, Census Tract 3421.02, Middlesex County, Massachusetts",985,348
1500000US250173421022,250173421022,"Block Group 2, Census Tract 3421.02, Middlesex County, Massachusetts",667,277
1500000US250173421023,250173421023,"Block Group 3, Census Tract 3421.02, Middlesex County, Massachusetts",978,293
1500000US250173421024,250173421024,"Block Group 4, Census Tract 3421.02, Middlesex County, Massachusetts",1016,311
1500000US250173422011,250173422011,"Block Group 1, Census Tract 3422.01, Middlesex County, Massachusetts",3071,620
1500000US250173422012,250173422012,"Block Group 2, Census Tract 3422.01, Middlesex County, Massachusetts",1805,468
1500000US250173422021,250173422021,"Block Group 1, Census Tract 3422.02, Middlesex County, Massachusetts",2530,409
1500000US250173422022,250173422022,"Block Group 2, Census Tract 3422.02, Middlesex County, Massachusetts",1570,389
1500000US250173423001,250173423001,"Block Group 1, Census Tract 3423, Middlesex County, Massachusetts",830,331
1500000US250173423002,250173423002,"Block Group 2, Census Tract 3423, Middlesex County, Massachusetts",2909,908
1500000US250173423003,250173423003,"Block Group 3, Census Tract 3423, Middlesex County, Massachusetts",2160,642
1500000US250173423004,250173423004,"Block Group 4, Census Tract 3423, Middlesex County, Massachusetts",1644,504
1500000US250173424001,250173424001,"Block Group 1, Census Tract 3424, Middlesex County, Massachusetts",1420,469
1500000US250173424002,250173424002,"Block Group 2, Census Tract 3424, Middlesex County, Massachusetts",1291,591
1500000US250173424003,250173424003,"Block Group 3, Census Tract 3424, Middlesex County, Massachusetts",459,285
1500000US250173424004,250173424004,"Block Group 4, Census Tract 3424, Middlesex County, Massachusetts",2699,737
1500000US250173424005,250173424005,"Block Group 5, Census Tract 3424, Middlesex County, Massachusetts",1094,521
1500000US250173425001,250173425001,"Block Group 1, Census Tract 3425, Middlesex County, Massachusetts",2802,732
1500000US250173425002,250173425002,"Block Group 2, Census Tract 3425, Middlesex County, Massachusetts",2677,888
